ID,duration,wav,wav_format,wav_opts
noise-free-sound-0137_21,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_21.wav,wav,
noise-free-sound-0137_22,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_22.wav,wav,
noise-free-sound-0137_23,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_23.wav,wav,
noise-free-sound-0137_24,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_24.wav,wav,
noise-free-sound-0137_25,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_25.wav,wav,
noise-free-sound-0137_26,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_26.wav,wav,
noise-free-sound-0137_27,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_27.wav,wav,
noise-free-sound-0137_28,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_28.wav,wav,
noise-free-sound-0137_29,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_29.wav,wav,
noise-free-sound-0137_30,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_30.wav,wav,
noise-free-sound-0137_31,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_31.wav,wav,
noise-free-sound-0137_32,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_32.wav,wav,
noise-free-sound-0137_33,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_33.wav,wav,
noise-free-sound-0137_34,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_34.wav,wav,
noise-free-sound-0137_35,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_35.wav,wav,
noise-free-sound-0137_36,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0137_36.wav,wav,
noise-free-sound-0138_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0138_0.wav,wav,
noise-free-sound-0139_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0139_0.wav,wav,
noise-free-sound-0139_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0139_1.wav,wav,
noise-free-sound-0139_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0139_2.wav,wav,
noise-free-sound-0139_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0139_3.wav,wav,
noise-free-sound-0139_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0139_4.wav,wav,
noise-free-sound-0140_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0140_0.wav,wav,
noise-free-sound-0140_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0140_1.wav,wav,
noise-free-sound-0140_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0140_2.wav,wav,
noise-free-sound-0140_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0140_3.wav,wav,
noise-free-sound-0140_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0140_4.wav,wav,
noise-free-sound-0140_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0140_5.wav,wav,
noise-free-sound-0140_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0140_6.wav,wav,
noise-free-sound-0140_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0140_7.wav,wav,
noise-free-sound-0141_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_0.wav,wav,
noise-free-sound-0141_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_1.wav,wav,
noise-free-sound-0141_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_2.wav,wav,
noise-free-sound-0141_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_3.wav,wav,
noise-free-sound-0141_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_4.wav,wav,
noise-free-sound-0141_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_5.wav,wav,
noise-free-sound-0141_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_6.wav,wav,
noise-free-sound-0141_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_7.wav,wav,
noise-free-sound-0141_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_8.wav,wav,
noise-free-sound-0141_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_9.wav,wav,
noise-free-sound-0141_10,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_10.wav,wav,
noise-free-sound-0141_11,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_11.wav,wav,
noise-free-sound-0141_12,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_12.wav,wav,
noise-free-sound-0141_13,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_13.wav,wav,
noise-free-sound-0141_14,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_14.wav,wav,
noise-free-sound-0141_15,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_15.wav,wav,
noise-free-sound-0141_16,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_16.wav,wav,
noise-free-sound-0141_17,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_17.wav,wav,
noise-free-sound-0141_18,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_18.wav,wav,
noise-free-sound-0141_19,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_19.wav,wav,
noise-free-sound-0141_20,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_20.wav,wav,
noise-free-sound-0141_21,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_21.wav,wav,
noise-free-sound-0141_22,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_22.wav,wav,
noise-free-sound-0141_23,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_23.wav,wav,
noise-free-sound-0141_24,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_24.wav,wav,
noise-free-sound-0141_25,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_25.wav,wav,
noise-free-sound-0141_26,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_26.wav,wav,
noise-free-sound-0141_27,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_27.wav,wav,
noise-free-sound-0141_28,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_28.wav,wav,
noise-free-sound-0141_29,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_29.wav,wav,
noise-free-sound-0141_30,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_30.wav,wav,
noise-free-sound-0141_31,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_31.wav,wav,
noise-free-sound-0141_32,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_32.wav,wav,
noise-free-sound-0141_33,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_33.wav,wav,
noise-free-sound-0141_34,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_34.wav,wav,
noise-free-sound-0141_35,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_35.wav,wav,
noise-free-sound-0141_36,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_36.wav,wav,
noise-free-sound-0141_37,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_37.wav,wav,
noise-free-sound-0141_38,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_38.wav,wav,
noise-free-sound-0141_39,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_39.wav,wav,
noise-free-sound-0141_40,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_40.wav,wav,
noise-free-sound-0141_41,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_41.wav,wav,
noise-free-sound-0141_42,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_42.wav,wav,
noise-free-sound-0141_43,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_43.wav,wav,
noise-free-sound-0141_44,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0141_44.wav,wav,
noise-free-sound-0142_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0142_0.wav,wav,
noise-free-sound-0142_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0142_1.wav,wav,
noise-free-sound-0142_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0142_2.wav,wav,
noise-free-sound-0142_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0142_3.wav,wav,
noise-free-sound-0142_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0142_4.wav,wav,
noise-free-sound-0142_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0142_5.wav,wav,
noise-free-sound-0142_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0142_6.wav,wav,
noise-free-sound-0142_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0142_7.wav,wav,
noise-free-sound-0142_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0142_8.wav,wav,
noise-free-sound-0142_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0142_9.wav,wav,
noise-free-sound-0142_10,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0142_10.wav,wav,
noise-free-sound-0142_11,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0142_11.wav,wav,
noise-free-sound-0143_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0143_0.wav,wav,
noise-free-sound-0143_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0143_1.wav,wav,
noise-free-sound-0143_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0143_2.wav,wav,
noise-free-sound-0143_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0143_3.wav,wav,
noise-free-sound-0144_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0144_0.wav,wav,
noise-free-sound-0144_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0144_1.wav,wav,
noise-free-sound-0144_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0144_2.wav,wav,
noise-free-sound-0144_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0144_3.wav,wav,
noise-free-sound-0144_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0144_4.wav,wav,
noise-free-sound-0144_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0144_5.wav,wav,
noise-free-sound-0144_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0144_6.wav,wav,
noise-free-sound-0144_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0144_7.wav,wav,
noise-free-sound-0145,2.9121875,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0145.wav,wav,
noise-free-sound-0146,2.0775,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0146.wav,wav,
noise-free-sound-0147_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0147_0.wav,wav,
noise-free-sound-0147_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0147_1.wav,wav,
noise-free-sound-0148,2.214875,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0148.wav,wav,
noise-free-sound-0149,1.7618125,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0149.wav,wav,
noise-free-sound-0150,0.4504375,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0150.wav,wav,
noise-free-sound-0151_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_0.wav,wav,
noise-free-sound-0151_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_1.wav,wav,
noise-free-sound-0151_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_2.wav,wav,
noise-free-sound-0151_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_3.wav,wav,
noise-free-sound-0151_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_4.wav,wav,
noise-free-sound-0151_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_5.wav,wav,
noise-free-sound-0151_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_6.wav,wav,
noise-free-sound-0151_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_7.wav,wav,
noise-free-sound-0151_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_8.wav,wav,
noise-free-sound-0151_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_9.wav,wav,
noise-free-sound-0151_10,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_10.wav,wav,
noise-free-sound-0151_11,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_11.wav,wav,
noise-free-sound-0151_12,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_12.wav,wav,
noise-free-sound-0151_13,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_13.wav,wav,
noise-free-sound-0151_14,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_14.wav,wav,
noise-free-sound-0151_15,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_15.wav,wav,
noise-free-sound-0151_16,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0151_16.wav,wav,
noise-free-sound-0152_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_0.wav,wav,
noise-free-sound-0152_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_1.wav,wav,
noise-free-sound-0152_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_2.wav,wav,
noise-free-sound-0152_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_3.wav,wav,
noise-free-sound-0152_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_4.wav,wav,
noise-free-sound-0152_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_5.wav,wav,
noise-free-sound-0152_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_6.wav,wav,
noise-free-sound-0152_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_7.wav,wav,
noise-free-sound-0152_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_8.wav,wav,
noise-free-sound-0152_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_9.wav,wav,
noise-free-sound-0152_10,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_10.wav,wav,
noise-free-sound-0152_11,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_11.wav,wav,
noise-free-sound-0152_12,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_12.wav,wav,
noise-free-sound-0152_13,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_13.wav,wav,
noise-free-sound-0152_14,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_14.wav,wav,
noise-free-sound-0152_15,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_15.wav,wav,
noise-free-sound-0152_16,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_16.wav,wav,
noise-free-sound-0152_17,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_17.wav,wav,
noise-free-sound-0152_18,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_18.wav,wav,
noise-free-sound-0152_19,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_19.wav,wav,
noise-free-sound-0152_20,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_20.wav,wav,
noise-free-sound-0152_21,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_21.wav,wav,
noise-free-sound-0152_22,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_22.wav,wav,
noise-free-sound-0152_23,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_23.wav,wav,
noise-free-sound-0152_24,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_24.wav,wav,
noise-free-sound-0152_25,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_25.wav,wav,
noise-free-sound-0152_26,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_26.wav,wav,
noise-free-sound-0152_27,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_27.wav,wav,
noise-free-sound-0152_28,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_28.wav,wav,
noise-free-sound-0152_29,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_29.wav,wav,
noise-free-sound-0152_30,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_30.wav,wav,
noise-free-sound-0152_31,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0152_31.wav,wav,
noise-free-sound-0153_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_0.wav,wav,
noise-free-sound-0153_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_1.wav,wav,
noise-free-sound-0153_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_2.wav,wav,
noise-free-sound-0153_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_3.wav,wav,
noise-free-sound-0153_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_4.wav,wav,
noise-free-sound-0153_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_5.wav,wav,
noise-free-sound-0153_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_6.wav,wav,
noise-free-sound-0153_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_7.wav,wav,
noise-free-sound-0153_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_8.wav,wav,
noise-free-sound-0153_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_9.wav,wav,
noise-free-sound-0153_10,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_10.wav,wav,
noise-free-sound-0153_11,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_11.wav,wav,
noise-free-sound-0153_12,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_12.wav,wav,
noise-free-sound-0153_13,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_13.wav,wav,
noise-free-sound-0153_14,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_14.wav,wav,
noise-free-sound-0153_15,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_15.wav,wav,
noise-free-sound-0153_16,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_16.wav,wav,
noise-free-sound-0153_17,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_17.wav,wav,
noise-free-sound-0153_18,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_18.wav,wav,
noise-free-sound-0153_19,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_19.wav,wav,
noise-free-sound-0153_20,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_20.wav,wav,
noise-free-sound-0153_21,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_21.wav,wav,
noise-free-sound-0153_22,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_22.wav,wav,
noise-free-sound-0153_23,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0153_23.wav,wav,
noise-free-sound-0154_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_0.wav,wav,
noise-free-sound-0154_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_1.wav,wav,
noise-free-sound-0154_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_2.wav,wav,
noise-free-sound-0154_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_3.wav,wav,
noise-free-sound-0154_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_4.wav,wav,
noise-free-sound-0154_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_5.wav,wav,
noise-free-sound-0154_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_6.wav,wav,
noise-free-sound-0154_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_7.wav,wav,
noise-free-sound-0154_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_8.wav,wav,
noise-free-sound-0154_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_9.wav,wav,
noise-free-sound-0154_10,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_10.wav,wav,
noise-free-sound-0154_11,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_11.wav,wav,
noise-free-sound-0154_12,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_12.wav,wav,
noise-free-sound-0154_13,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_13.wav,wav,
noise-free-sound-0154_14,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_14.wav,wav,
noise-free-sound-0154_15,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_15.wav,wav,
noise-free-sound-0154_16,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_16.wav,wav,
noise-free-sound-0154_17,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_17.wav,wav,
noise-free-sound-0154_18,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_18.wav,wav,
noise-free-sound-0154_19,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0154_19.wav,wav,
noise-free-sound-0155_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_0.wav,wav,
noise-free-sound-0155_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_1.wav,wav,
noise-free-sound-0155_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_2.wav,wav,
noise-free-sound-0155_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_3.wav,wav,
noise-free-sound-0155_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_4.wav,wav,
noise-free-sound-0155_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_5.wav,wav,
noise-free-sound-0155_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_6.wav,wav,
noise-free-sound-0155_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_7.wav,wav,
noise-free-sound-0155_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_8.wav,wav,
noise-free-sound-0155_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_9.wav,wav,
noise-free-sound-0155_10,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_10.wav,wav,
noise-free-sound-0155_11,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_11.wav,wav,
noise-free-sound-0155_12,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_12.wav,wav,
noise-free-sound-0155_13,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_13.wav,wav,
noise-free-sound-0155_14,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_14.wav,wav,
noise-free-sound-0155_15,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_15.wav,wav,
noise-free-sound-0155_16,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_16.wav,wav,
noise-free-sound-0155_17,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_17.wav,wav,
noise-free-sound-0155_18,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_18.wav,wav,
noise-free-sound-0155_19,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_19.wav,wav,
noise-free-sound-0155_20,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_20.wav,wav,
noise-free-sound-0155_21,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_21.wav,wav,
noise-free-sound-0155_22,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_22.wav,wav,
noise-free-sound-0155_23,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0155_23.wav,wav,
noise-free-sound-0156_0,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_0.wav,wav,
noise-free-sound-0156_1,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_1.wav,wav,
noise-free-sound-0156_2,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_2.wav,wav,
noise-free-sound-0156_3,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_3.wav,wav,
noise-free-sound-0156_4,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_4.wav,wav,
noise-free-sound-0156_5,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_5.wav,wav,
noise-free-sound-0156_6,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_6.wav,wav,
noise-free-sound-0156_7,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_7.wav,wav,
noise-free-sound-0156_8,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_8.wav,wav,
noise-free-sound-0156_9,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_9.wav,wav,
noise-free-sound-0156_10,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_10.wav,wav,
noise-free-sound-0156_11,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_11.wav,wav,
noise-free-sound-0156_12,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_12.wav,wav,
noise-free-sound-0156_13,3.0,dataset/RIRS_NOISES/pointsource_noises/noise-free-sound-0156_13.wav,wav,
